;;;;Time;Quality;Complete
Quality measure;Privacy model;Suppression limit;Dataset;Value;Value;Value
Loss;(5)-anonymity;0.0;SS13ACS_15;297031.0;1.0;false
Loss;(5)-anonymity;0.0;SS13ACS_20;1899.0;0.0;false
Loss;(5)-anonymity;0.0;SS13ACS_20;1900.0;0.08688378872580914;false
Loss;(5)-anonymity;0.0;SS13ACS_20;2724.0;0.16263685886771997;false
Loss;(5)-anonymity;0.0;SS13ACS_20;2725.0;0.24827984746581874;false
Loss;(5)-anonymity;0.0;SS13ACS_20;8140.0;0.32295107690436275;false
Loss;(5)-anonymity;0.0;SS13ACS_20;8141.0;0.40737098542332956;false
Loss;(5)-anonymity;0.0;SS13ACS_20;13210.0;0.407370985423331;false
Loss;(5)-anonymity;0.0;SS13ACS_20;30508.0;0.5450214761077514;false
Loss;(5)-anonymity;0.0;SS13ACS_20;35825.0;0.627747150111798;false
Loss;(5)-anonymity;0.0;SS13ACS_20;48044.0;0.699874803387118;false
Loss;(5)-anonymity;0.0;SS13ACS_20;176413.0;0.6998748033871195;false
Loss;(5)-anonymity;0.0;SS13ACS_20;254937.0;0.8494949023710504;false
Loss;(5)-anonymity;0.0;SS13ACS_20;329711.0;0.852516647590913;false
Loss;(5)-anonymity;0.0;SS13ACS_20;329712.0;0.8525166475909158;false
Loss;(5)-anonymity;0.0;SS13ACS_20;370099.0;0.8579184904558339;false
Loss;(5)-anonymity;0.0;SS13ACS_20;502103.0;0.9086219980019498;false
Loss;(5)-anonymity;0.0;SS13ACS_20;555375.0;1.0;false
Loss;(5)-anonymity;0.0;SS13ACS_25;3757.0;0.0;false
Loss;(5)-anonymity;0.0;SS13ACS_25;3758.0;0.09990557158951596;false
Loss;(5)-anonymity;0.0;SS13ACS_25;5239.0;0.18713760136854007;false
Loss;(5)-anonymity;0.0;SS13ACS_25;5240.0;0.28590012060910386;false
Loss;(5)-anonymity;0.0;SS13ACS_25;6584.0;0.320800693011949;false
Loss;(5)-anonymity;0.0;SS13ACS_25;18125.0;0.3651038302382877;false
Loss;(5)-anonymity;0.0;SS13ACS_25;19771.0;0.4068473954621501;false
Loss;(5)-anonymity;0.0;SS13ACS_25;19772.0;0.5042679086366703;false
Loss;(5)-anonymity;0.0;SS13ACS_25;37893.0;0.8123300599721791;false
Loss;(5)-anonymity;0.0;SS13ACS_25;100156.0;0.9803407664450705;false
Loss;(5)-anonymity;0.0;SS13ACS_25;303879.0;1.0;false
Loss;(5)-anonymity;0.0;SS13ACS_30;13504.0;0.0;false
Loss;(5)-anonymity;0.0;SS13ACS_30;13505.0;0.01839423098654937;false
Loss;(5)-anonymity;0.0;SS13ACS_30;17087.0;0.3825420866237339;false
Loss;(5)-anonymity;0.0;SS13ACS_30;20948.0;0.5599513352981962;false
Loss;(5)-anonymity;0.0;SS13ACS_30;20949.0;0.5781404139682292;false
Loss;(5)-anonymity;0.0;SS13ACS_30;48280.0;0.8580356408550127;false
Loss;(5)-anonymity;0.0;SS13ACS_30;135724.0;0.9294569940816622;false
Loss;(5)-anonymity;0.0;SS13ACS_30;135725.0;0.9475106954792926;false
Loss;(5)-anonymity;0.0;SS13ACS_30;232246.0;0.947510695479299;false
Loss;(5)-anonymity;0.0;SS13ACS_30;242835.0;0.9557182630981145;false
Loss;(5)-anonymity;0.0;SS13ACS_30;242836.0;0.9737623430381059;false
Loss;(5)-anonymity;0.0;SS13ACS_30;253406.0;0.9737623430381188;false
Loss;(5)-anonymity;0.0;SS13ACS_30;337746.0;0.9819655365212446;false
Loss;(5)-anonymity;0.0;SS13ACS_30;337747.0;1.0;false
Loss;(5)-anonymity;1.0;SS13ACS_15;9.0;0.0;false
Loss;(5)-anonymity;1.0;SS13ACS_15;12.0;0.6895754923078362;false
Loss;(5)-anonymity;1.0;SS13ACS_15;104.0;0.8534314871115525;false
Loss;(5)-anonymity;1.0;SS13ACS_15;128.0;0.918807732951187;false
Loss;(5)-anonymity;1.0;SS13ACS_15;146.0;0.9280022321961457;false
Loss;(5)-anonymity;1.0;SS13ACS_15;149.0;0.9332250435923161;false
Loss;(5)-anonymity;1.0;SS13ACS_15;164.0;0.9413627393807077;false
Loss;(5)-anonymity;1.0;SS13ACS_15;166.0;1.0;false
Loss;(5)-anonymity;1.0;SS13ACS_20;12.0;0.0;false
Loss;(5)-anonymity;1.0;SS13ACS_20;17.0;0.424680059502692;false
Loss;(5)-anonymity;1.0;SS13ACS_20;196.0;0.5477300489694938;false
Loss;(5)-anonymity;1.0;SS13ACS_20;352.0;0.6143373981756443;false
Loss;(5)-anonymity;1.0;SS13ACS_20;486.0;0.642760113260145;false
Loss;(5)-anonymity;1.0;SS13ACS_20;501.0;0.7063657162269582;false
Loss;(5)-anonymity;1.0;SS13ACS_20;665.0;0.7379552109587456;false
Loss;(5)-anonymity;1.0;SS13ACS_20;810.0;0.7510194065862426;false
Loss;(5)-anonymity;1.0;SS13ACS_20;848.0;0.7579634344662605;false
Loss;(5)-anonymity;1.0;SS13ACS_20;873.0;0.7586945299470632;false
Loss;(5)-anonymity;1.0;SS13ACS_20;876.0;0.7678761246162941;false
Loss;(5)-anonymity;1.0;SS13ACS_20;880.0;0.7806215497267582;false
Loss;(5)-anonymity;1.0;SS13ACS_20;918.0;0.7853247761382042;false
Loss;(5)-anonymity;1.0;SS13ACS_20;942.0;0.7888891412084393;false
Loss;(5)-anonymity;1.0;SS13ACS_20;945.0;0.8095802739233932;false
Loss;(5)-anonymity;1.0;SS13ACS_20;948.0;0.8160316955079856;false
Loss;(5)-anonymity;1.0;SS13ACS_20;953.0;0.818935363893325;false
Loss;(5)-anonymity;1.0;SS13ACS_20;994.0;0.8345606161393732;false
Loss;(5)-anonymity;1.0;SS13ACS_20;997.0;0.8375733277019596;false
Loss;(5)-anonymity;1.0;SS13ACS_20;1002.0;0.8454565526138538;false
Loss;(5)-anonymity;1.0;SS13ACS_20;1042.0;0.8538111861985039;false
Loss;(5)-anonymity;1.0;SS13ACS_20;1045.0;0.8570593046921435;false
Loss;(5)-anonymity;1.0;SS13ACS_20;1050.0;0.8639428291106759;false
Loss;(5)-anonymity;1.0;SS13ACS_20;1089.0;0.8807610169750295;false
Loss;(5)-anonymity;1.0;SS13ACS_20;1091.0;0.8808862796257092;false
Loss;(5)-anonymity;1.0;SS13ACS_20;1096.0;0.8898492170058975;false
Loss;(5)-anonymity;1.0;SS13ACS_20;1133.0;0.9125658397689161;false
Loss;(5)-anonymity;1.0;SS13ACS_20;1139.0;0.9219760559747056;false
Loss;(5)-anonymity;1.0;SS13ACS_20;1168.0;0.9371697167724655;false
Loss;(5)-anonymity;1.0;SS13ACS_20;1174.0;0.9460470280540619;false
Loss;(5)-anonymity;1.0;SS13ACS_20;1202.0;0.9482961626349391;false
Loss;(5)-anonymity;1.0;SS13ACS_20;1207.0;0.9566730345205312;false
Loss;(5)-anonymity;1.0;SS13ACS_20;1239.0;1.0;false
Loss;(5)-anonymity;1.0;SS13ACS_25;14.0;0.0;false
Loss;(5)-anonymity;1.0;SS13ACS_25;21.0;0.37148038875972494;false
Loss;(5)-anonymity;1.0;SS13ACS_25;289.0;0.4892807661098634;false
Loss;(5)-anonymity;1.0;SS13ACS_25;519.0;0.5529895589001985;false
Loss;(5)-anonymity;1.0;SS13ACS_25;679.0;0.5668892726398012;false
Loss;(5)-anonymity;1.0;SS13ACS_25;741.0;0.6296287834034072;false
Loss;(5)-anonymity;1.0;SS13ACS_25;955.0;0.6709206345763195;false
Loss;(5)-anonymity;1.0;SS13ACS_25;1047.0;0.6710619823770436;false
Loss;(5)-anonymity;1.0;SS13ACS_25;1163.0;0.7102479443613358;false
Loss;(5)-anonymity;1.0;SS13ACS_25;1260.0;0.7111701461415635;false
Loss;(5)-anonymity;1.0;SS13ACS_25;1275.0;0.713204762552437;false
Loss;(5)-anonymity;1.0;SS13ACS_25;1364.0;0.7447869733166523;false
Loss;(5)-anonymity;1.0;SS13ACS_25;1457.0;0.7497212198908725;false
Loss;(5)-anonymity;1.0;SS13ACS_25;1553.0;0.7774551163634422;false
Loss;(5)-anonymity;1.0;SS13ACS_25;1651.0;0.7956702172700709;false
Loss;(5)-anonymity;1.0;SS13ACS_25;1761.0;0.7987700473032654;false
Loss;(5)-anonymity;1.0;SS13ACS_25;1786.0;0.8164168604355081;false
Loss;(5)-anonymity;1.0;SS13ACS_25;1850.0;0.8182783728739773;false
Loss;(5)-anonymity;1.0;SS13ACS_25;1854.0;0.8204284892433076;false
Loss;(5)-anonymity;1.0;SS13ACS_25;1875.0;0.8369617255987866;false
Loss;(5)-anonymity;1.0;SS13ACS_25;1937.0;0.8402253470478339;false
Loss;(5)-anonymity;1.0;SS13ACS_25;1962.0;0.8577795794219957;false
Loss;(5)-anonymity;1.0;SS13ACS_25;2014.0;0.8675947135272184;false
Loss;(5)-anonymity;1.0;SS13ACS_25;2034.0;0.8857501030420186;false
Loss;(5)-anonymity;1.0;SS13ACS_25;2085.0;0.8939953466882997;false
Loss;(5)-anonymity;1.0;SS13ACS_25;2105.0;0.9116493776568372;false
Loss;(5)-anonymity;1.0;SS13ACS_25;2155.0;0.9218857901803381;false
Loss;(5)-anonymity;1.0;SS13ACS_25;2173.0;0.9373569643251372;false
Loss;(5)-anonymity;1.0;SS13ACS_25;2242.0;0.9446382597446071;false
Loss;(5)-anonymity;1.0;SS13ACS_25;2274.0;0.9474119162108893;false
Loss;(5)-anonymity;1.0;SS13ACS_25;2291.0;0.954597725093238;false
Loss;(5)-anonymity;1.0;SS13ACS_25;2336.0;0.9960075539041585;false
Loss;(5)-anonymity;1.0;SS13ACS_25;58000.0;0.9971875179643086;false
Loss;(5)-anonymity;1.0;SS13ACS_25;58318.0;1.0;false
Loss;(5)-anonymity;1.0;SS13ACS_30;20.0;0.0;false
Loss;(5)-anonymity;1.0;SS13ACS_30;38.0;0.07438035010644257;false
Loss;(5)-anonymity;1.0;SS13ACS_30;617.0;0.14701278092968037;false
Loss;(5)-anonymity;1.0;SS13ACS_30;1177.0;0.21813878013487184;false
Loss;(5)-anonymity;1.0;SS13ACS_30;1194.0;0.24468514937693203;false
Loss;(5)-anonymity;1.0;SS13ACS_30;1717.0;0.33414355332769125;false
Loss;(5)-anonymity;1.0;SS13ACS_30;2232.0;0.42504124506593516;false
Loss;(5)-anonymity;1.0;SS13ACS_30;2726.0;0.43562750360209435;false
Loss;(5)-anonymity;1.0;SS13ACS_30;2742.0;0.4665768764525909;false
Loss;(5)-anonymity;1.0;SS13ACS_30;3174.0;0.49398880121648386;false
Loss;(5)-anonymity;1.0;SS13ACS_30;3204.0;0.5032485984813301;false
Loss;(5)-anonymity;1.0;SS13ACS_30;3219.0;0.536303775866083;false
Loss;(5)-anonymity;1.0;SS13ACS_30;3634.0;0.5396101648475476;false
Loss;(5)-anonymity;1.0;SS13ACS_30;3664.0;0.5488782165312229;false
Loss;(5)-anonymity;1.0;SS13ACS_30;3678.0;0.5843170792803744;false
Loss;(5)-anonymity;1.0;SS13ACS_30;4102.0;0.5954213532752523;false
Loss;(5)-anonymity;1.0;SS13ACS_30;4117.0;0.607804619177029;false
Loss;(5)-anonymity;1.0;SS13ACS_30;4278.0;0.6129889414694127;false
Loss;(5)-anonymity;1.0;SS13ACS_30;4508.0;0.6275975638463448;false
Loss;(5)-anonymity;1.0;SS13ACS_30;4537.0;0.6384602024893119;false
Loss;(5)-anonymity;1.0;SS13ACS_30;4551.0;0.6519948218539061;false
Loss;(5)-anonymity;1.0;SS13ACS_30;4703.0;0.6560955754761066;false
Loss;(5)-anonymity;1.0;SS13ACS_30;4800.0;0.6568103114927377;false
Loss;(5)-anonymity;1.0;SS13ACS_30;4953.0;0.6680582238984653;false
Loss;(5)-anonymity;1.0;SS13ACS_30;4967.0;0.6820249535643035;false
Loss;(5)-anonymity;1.0;SS13ACS_30;5116.0;0.6866800910717763;false
Loss;(5)-anonymity;1.0;SS13ACS_30;5367.0;0.6966280757402;false
Loss;(5)-anonymity;1.0;SS13ACS_30;5380.0;0.7090179754290252;false
Loss;(5)-anonymity;1.0;SS13ACS_30;5540.0;0.7134284882069826;false
Loss;(5)-anonymity;1.0;SS13ACS_30;5567.0;0.7184946941288365;false
Loss;(5)-anonymity;1.0;SS13ACS_30;5770.0;0.7260442448747093;false
Loss;(5)-anonymity;1.0;SS13ACS_30;5783.0;0.7410942003031946;false
Loss;(5)-anonymity;1.0;SS13ACS_30;5940.0;0.7444893302375737;false
Loss;(5)-anonymity;1.0;SS13ACS_30;6160.0;0.7517702053929679;false
Loss;(5)-anonymity;1.0;SS13ACS_30;6173.0;0.7665655239419614;false
Loss;(5)-anonymity;1.0;SS13ACS_30;6536.0;0.7739229695076176;false
Loss;(5)-anonymity;1.0;SS13ACS_30;6548.0;0.7828386035046443;false
Loss;(5)-anonymity;1.0;SS13ACS_30;6889.0;0.7872319835002783;false
Loss;(5)-anonymity;1.0;SS13ACS_30;6896.0;0.793010005936362;false
Loss;(5)-anonymity;1.0;SS13ACS_30;6912.0;0.8035495418316942;false
Loss;(5)-anonymity;1.0;SS13ACS_30;7261.0;0.8092167403732754;false
Loss;(5)-anonymity;1.0;SS13ACS_30;7273.0;0.8202512080588349;false
Loss;(5)-anonymity;1.0;SS13ACS_30;7612.0;0.8243189202051868;false
Loss;(5)-anonymity;1.0;SS13ACS_30;7635.0;0.8253168677161784;false
Loss;(5)-anonymity;1.0;SS13ACS_30;7759.0;0.8296019126402565;false
Loss;(5)-anonymity;1.0;SS13ACS_30;7817.0;0.8304976428959713;false
Loss;(5)-anonymity;1.0;SS13ACS_30;7828.0;0.8309036303329491;false
Loss;(5)-anonymity;1.0;SS13ACS_30;7942.0;0.8345703993732231;false
Loss;(5)-anonymity;1.0;SS13ACS_30;7954.0;0.8347176029196055;false
Loss;(5)-anonymity;1.0;SS13ACS_30;7965.0;0.8361951213519613;false
Loss;(5)-anonymity;1.0;SS13ACS_30;8089.0;0.840581446319811;false
Loss;(5)-anonymity;1.0;SS13ACS_30;8147.0;0.8420571110748192;false
Loss;(5)-anonymity;1.0;SS13ACS_30;8272.0;0.8455419102044388;false
Loss;(5)-anonymity;1.0;SS13ACS_30;8283.0;0.845556578549925;false
Loss;(5)-anonymity;1.0;SS13ACS_30;8294.0;0.8473412736012088;false
Loss;(5)-anonymity;1.0;SS13ACS_30;8415.0;0.8508923908616719;false
Loss;(5)-anonymity;1.0;SS13ACS_30;8474.0;0.8512763407199632;false
Loss;(5)-anonymity;1.0;SS13ACS_30;8596.0;0.8544677279078974;false
Loss;(5)-anonymity;1.0;SS13ACS_30;8607.0;0.8545881241138916;false
Loss;(5)-anonymity;1.0;SS13ACS_30;8618.0;0.8566879492009378;false
Loss;(5)-anonymity;1.0;SS13ACS_30;8740.0;0.8600099451286498;false
Loss;(5)-anonymity;1.0;SS13ACS_30;8795.0;0.8627012286797177;false
Loss;(5)-anonymity;1.0;SS13ACS_30;8919.0;0.8661681420131461;false
Loss;(5)-anonymity;1.0;SS13ACS_30;8941.0;0.8683974203445708;false
Loss;(5)-anonymity;1.0;SS13ACS_30;9060.0;0.8714946226943338;false
Loss;(5)-anonymity;1.0;SS13ACS_30;9114.0;0.8749154513337726;false
Loss;(5)-anonymity;1.0;SS13ACS_30;9234.0;0.8784638217813159;false
Loss;(5)-anonymity;1.0;SS13ACS_30;9255.0;0.8806767943289566;false
Loss;(5)-anonymity;1.0;SS13ACS_30;9371.0;0.8824919466269487;false
Loss;(5)-anonymity;1.0;SS13ACS_30;9424.0;0.8870917549644881;false
Loss;(5)-anonymity;1.0;SS13ACS_30;9541.0;0.8904360781560456;false
Loss;(5)-anonymity;1.0;SS13ACS_30;9562.0;0.8926903293702295;false
Loss;(5)-anonymity;1.0;SS13ACS_30;9676.0;0.8933811596679472;false
Loss;(5)-anonymity;1.0;SS13ACS_30;9728.0;0.8945261695217398;false
Loss;(5)-anonymity;1.0;SS13ACS_30;9802.0;0.8956462508214228;false
Loss;(5)-anonymity;1.0;SS13ACS_30;9838.0;0.8996789736813672;false
Loss;(5)-anonymity;1.0;SS13ACS_30;9849.0;0.9013790810670322;false
Loss;(5)-anonymity;1.0;SS13ACS_30;9909.0;0.9019925259874676;false
Loss;(5)-anonymity;1.0;SS13ACS_30;9937.0;0.9035070053852237;false
Loss;(5)-anonymity;1.0;SS13ACS_30;9975.0;0.905266673880875;false
Loss;(5)-anonymity;1.0;SS13ACS_30;9997.0;0.9088517305691737;false
Loss;(5)-anonymity;1.0;SS13ACS_30;10002.0;0.9089723852630849;false
Loss;(5)-anonymity;1.0;SS13ACS_30;10007.0;0.9113666370617375;false
Loss;(5)-anonymity;1.0;SS13ACS_30;10066.0;0.9121439838335825;false
Loss;(5)-anonymity;1.0;SS13ACS_30;10094.0;0.9131695768975652;false
Loss;(5)-anonymity;1.0;SS13ACS_30;10132.0;0.913651859523304;false
Loss;(5)-anonymity;1.0;SS13ACS_30;10153.0;0.9164458134710648;false
Loss;(5)-anonymity;1.0;SS13ACS_30;10159.0;0.9169930828031998;false
Loss;(5)-anonymity;1.0;SS13ACS_30;10164.0;0.9192205482112182;false
Loss;(5)-anonymity;1.0;SS13ACS_30;10221.0;0.919781902852934;false
Loss;(5)-anonymity;1.0;SS13ACS_30;10247.0;0.9211852238120821;false
Loss;(5)-anonymity;1.0;SS13ACS_30;10284.0;0.9543095600737176;false
Loss;(5)-anonymity;1.0;SS13ACS_30;10304.0;0.9561809126309245;false
Loss;(5)-anonymity;1.0;SS13ACS_30;10308.0;0.9563170606776041;false
Loss;(5)-anonymity;1.0;SS13ACS_30;10312.0;0.9578558819477535;false
Loss;(5)-anonymity;1.0;SS13ACS_30;10373.0;0.9596003322958104;false
Loss;(5)-anonymity;1.0;SS13ACS_30;10400.0;0.9598296617573339;false
Loss;(5)-anonymity;1.0;SS13ACS_30;10404.0;0.962607329257147;false
Loss;(5)-anonymity;1.0;SS13ACS_30;10416.0;0.963167844560247;false
Loss;(5)-anonymity;1.0;SS13ACS_30;10420.0;0.9652186661205489;false
Loss;(5)-anonymity;1.0;SS13ACS_30;10510.0;0.9678079563391597;false
Loss;(5)-anonymity;1.0;SS13ACS_30;10525.0;0.9702436778235076;false
Loss;(5)-anonymity;1.0;SS13ACS_30;10629.0;0.9867161553027634;false
Loss;(5)-anonymity;1.0;SS13ACS_30;10730.0;0.9933351792075079;false
Loss;(5)-anonymity;1.0;SS13ACS_30;10844.0;0.9961458039693246;false
Loss;(5)-anonymity;1.0;SS13ACS_30;10916.0;0.998566261110199;false
Loss;(5)-anonymity;1.0;SS13ACS_30;11416.0;1.0;false
Loss;(0.01)-uniqueness;0.0;SS13ACS_15;144.0;1.0;true
Loss;(0.01)-uniqueness;0.0;SS13ACS_20;25612.0;0.0;false
Loss;(0.01)-uniqueness;0.0;SS13ACS_20;28084.0;0.3727876238412879;false
Loss;(0.01)-uniqueness;0.0;SS13ACS_20;28581.0;0.73707277278024;false
Loss;(0.01)-uniqueness;0.0;SS13ACS_20;29199.0;0.8106430081048935;false
Loss;(0.01)-uniqueness;0.0;SS13ACS_20;29752.0;0.8686891911597489;false
Loss;(0.01)-uniqueness;0.0;SS13ACS_20;29861.0;0.9594597965932979;false
Loss;(0.01)-uniqueness;0.0;SS13ACS_20;30880.0;0.966418899081101;false
Loss;(0.01)-uniqueness;0.0;SS13ACS_20;145915.0;1.0;false
Loss;(0.01)-uniqueness;0.0;SS13ACS_25;58013.0;1.0;false
Loss;(0.01)-uniqueness;0.0;SS13ACS_30;41912.0;1.0;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_15;88.0;0.0;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_15;107.0;1.0;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_20;135.0;0.0;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_20;232.0;0.4726769116782913;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_20;2986.0;0.610411303679789;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_20;5042.0;0.6654373145125105;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_20;7035.0;0.7316499209524426;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_20;7304.0;0.7844771690208829;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_20;15117.0;0.8058061386312023;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_20;19003.0;0.8172725203908314;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_20;19391.0;0.8373142109999464;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_20;21509.0;0.8403568795087364;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_20;21686.0;0.8493622670428091;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_20;21785.0;0.8658749957628467;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_20;23822.0;0.8726075539182215;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_20;23981.0;0.888108761741254;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_20;25588.0;0.9083497167080498;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_20;25693.0;0.919218910056205;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_20;25856.0;0.9221029456562303;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_20;27157.0;0.9536075883117862;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_20;27261.0;0.9625183426843262;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_20;27419.0;0.9671296166007691;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_20;28535.0;0.9798622270240698;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_20;28687.0;0.9918429348548179;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_20;294982.0;1.0;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_25;153.0;0.0;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_25;438.0;0.4262197303110928;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_25;4814.0;0.5540874425322838;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_25;8105.0;0.6159830507848759;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_25;10816.0;0.6553238401331049;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_25;11783.0;0.7160448986344714;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_25;14781.0;0.7451194270654424;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_25;17113.0;0.7460376908239416;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_25;17900.0;0.7742194236842048;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_25;20490.0;0.775861583633102;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_25;21236.0;0.8028301118855995;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_25;26553.0;0.8143801201256771;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_25;29623.0;0.8217075208101959;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_25;31177.0;0.8258430883189664;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_25;33456.0;0.8374978981417954;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_25;37557.0;0.8439768159443051;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_25;39444.0;0.8562548712413739;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_25;42161.0;0.8656713118376904;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_25;42701.0;0.8671174197355502;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_25;45386.0;0.8731408549266713;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_25;46634.0;0.8917774445103274;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_25;49617.0;0.9004800577930023;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_25;49873.0;0.9025932823728855;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_25;51209.0;0.9065267958609885;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_25;52115.0;0.9245179613039861;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_25;53327.0;0.9272950346126082;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_25;53506.0;0.9341704099091279;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_25;54968.0;0.9393540599315788;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_25;55760.0;0.9483831279104827;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_25;57856.0;1.0;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_30;231.0;0.0;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_30;438.0;0.15631997903032804;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_30;8006.0;0.24847007141948274;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_30;8218.0;0.25575128260817853;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_30;12084.0;0.2809797617423779;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_30;15358.0;0.3328185155796796;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_30;23377.0;0.3528878646606589;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_30;30011.0;0.44542856533365305;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_30;35957.0;0.523813918061114;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_30;41396.0;0.5310216224399558;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_30;41570.0;0.5633560087048569;false
Loss;(0.01)-uniqueness;1.0;SS13ACS_30;41877.0;1.0;false
