;;;;Time;Utility;Complete
AECS;(5)-anonymity;1.0;SS13ACS_25;205.0;0.14822089597340785;false
AECS;(5)-anonymity;1.0;SS13ACS_25;227.0;0.154041831543245;false
AECS;(5)-anonymity;1.0;SS13ACS_25;249.0;0.15694227475485137;false
AECS;(5)-anonymity;1.0;SS13ACS_25;277.0;0.17563401989631489;false
AECS;(5)-anonymity;1.0;SS13ACS_25;299.0;0.18982491989040104;false
AECS;(5)-anonymity;1.0;SS13ACS_25;384.0;0.24096177289350626;false
AECS;(5)-anonymity;1.0;SS13ACS_25;406.0;0.24636457709275084;false
AECS;(5)-anonymity;1.0;SS13ACS_25;427.0;0.2557621187597767;false
AECS;(5)-anonymity;1.0;SS13ACS_25;512.0;0.25709870406853813;false
AECS;(5)-anonymity;1.0;SS13ACS_25;562.0;0.3068193888751194;false
AECS;(5)-anonymity;1.0;SS13ACS_25;583.0;0.31321009560634566;false
AECS;(5)-anonymity;1.0;SS13ACS_25;605.0;0.3195664806043211;false
AECS;(5)-anonymity;1.0;SS13ACS_25;739.0;0.3704289172402506;false
AECS;(5)-anonymity;1.0;SS13ACS_25;761.0;0.38849382040718633;false
AECS;(5)-anonymity;1.0;SS13ACS_25;916.0;0.43874821310639456;false
AECS;(5)-anonymity;1.0;SS13ACS_25;1093.0;0.4636169737853726;false
AECS;(5)-anonymity;1.0;SS13ACS_25;1122.0;0.4824590163934428;false
AECS;(5)-anonymity;1.0;SS13ACS_25;1270.0;0.5138726175375096;false
AECS;(5)-anonymity;1.0;SS13ACS_25;1306.0;0.5244977045964351;false
AECS;(5)-anonymity;1.0;SS13ACS_25;1355.0;0.5255544840887175;false
AECS;(5)-anonymity;1.0;SS13ACS_25;1446.0;0.547509962536092;false
AECS;(5)-anonymity;1.0;SS13ACS_25;1461.0;0.5588328375213621;false
AECS;(5)-anonymity;1.0;SS13ACS_25;1482.0;0.5730710592081482;false
AECS;(5)-anonymity;1.0;SS13ACS_25;1622.0;0.5901054699375599;false
AECS;(5)-anonymity;1.0;SS13ACS_25;1637.0;0.6262448291711352;false
AECS;(5)-anonymity;1.0;SS13ACS_25;1672.0;0.6291203537250524;false
AECS;(5)-anonymity;1.0;SS13ACS_25;1835.0;0.6414884880927036;false
AECS;(5)-anonymity;1.0;SS13ACS_25;1891.0;0.6694689004544567;false
AECS;(5)-anonymity;1.0;SS13ACS_25;2034.0;0.6886025834342294;false
AECS;(5)-anonymity;1.0;SS13ACS_25;2136.0;0.7020480736598249;false
AECS;(5)-anonymity;1.0;SS13ACS_25;2229.0;0.7188206377422257;false
AECS;(5)-anonymity;1.0;SS13ACS_25;2324.0;0.721442973612694;false
AECS;(5)-anonymity;1.0;SS13ACS_25;2387.0;0.7240583072511982;false
AECS;(5)-anonymity;1.0;SS13ACS_25;2424.0;0.7413169712265072;false
AECS;(5)-anonymity;1.0;SS13ACS_25;2518.0;0.7455841607019165;false
AECS;(5)-anonymity;1.0;SS13ACS_25;2619.0;0.7624667410522701;false
AECS;(5)-anonymity;1.0;SS13ACS_25;2737.0;0.7641388082953392;false
AECS;(5)-anonymity;1.0;SS13ACS_25;2813.0;0.7790572352373928;false
AECS;(5)-anonymity;1.0;SS13ACS_25;2931.0;0.7839785569810039;false
AECS;(5)-anonymity;1.0;SS13ACS_25;3007.0;0.801807482135351;false
AECS;(5)-anonymity;1.0;SS13ACS_25;3250.0;0.8034116840027439;false
AECS;(5)-anonymity;1.0;SS13ACS_25;3320.0;0.8232354713374472;false
AECS;(5)-anonymity;1.0;SS13ACS_25;3442.0;0.8255862212077193;false
AECS;(5)-anonymity;1.0;SS13ACS_25;3512.0;0.8487704918032786;false
AECS;(5)-anonymity;1.0;SS13ACS_25;3580.0;0.8495333228641071;false
AECS;(5)-anonymity;1.0;SS13ACS_25;3634.0;0.8510570802889831;false
AECS;(5)-anonymity;1.0;SS13ACS_25;3704.0;0.8817445198679938;false
AECS;(5)-anonymity;1.0;SS13ACS_25;3826.0;0.8854165969381949;false
AECS;(5)-anonymity;1.0;SS13ACS_25;3896.0;0.9142620974912565;false
AECS;(5)-anonymity;1.0;SS13ACS_25;4017.0;0.9170957369158232;false
AECS;(5)-anonymity;1.0;SS13ACS_25;4080.0;0.9401308360266344;false
AECS;(5)-anonymity;1.0;SS13ACS_25;4196.0;0.9428821356832761;false
AECS;(5)-anonymity;1.0;SS13ACS_25;4259.0;0.966589972198255;false
AECS;(5)-anonymity;1.0;SS13ACS_25;4371.0;0.9692583067979503;false
AECS;(5)-anonymity;1.0;SS13ACS_25;4439.0;0.9765535646206633;false
AECS;(5)-anonymity;1.0;SS13ACS_25;4497.0;0.9798490661762375;false
AECS;(5)-anonymity;1.0;SS13ACS_25;4532.0;0.9844414086217365;false
AECS;(5)-anonymity;1.0;SS13ACS_25;4535.0;0.9864019710035061;false
AECS;(5)-anonymity;1.0;SS13ACS_25;4571.0;0.9896595208070619;false
AECS;(5)-anonymity;1.0;SS13ACS_25;4605.0;0.9941990982663321;false
AECS;(5)-anonymity;1.0;SS13ACS_25;4644.0;0.996782213962366;false
AECS;(5)-anonymity;1.0;SS13ACS_25;4687.0;0.9980708061207204;false
AECS;(5)-anonymity;1.0;SS13ACS_25;4717.0;1.0;false
AECS;(5)-anonymity;1.0;SS13ACS_30;12.0;0.0;false
AECS;(5)-anonymity;1.0;SS13ACS_30;20.0;0.9562530894710825;false
AECS;(5)-anonymity;1.0;SS13ACS_30;265.0;0.974859429065744;false
AECS;(5)-anonymity;1.0;SS13ACS_30;274.0;0.9795205811896226;false
AECS;(5)-anonymity;1.0;SS13ACS_30;575.0;0.9867408682302568;false
AECS;(5)-anonymity;1.0;SS13ACS_30;866.0;0.9896980778664763;false
AECS;(5)-anonymity;1.0;SS13ACS_30;1160.0;0.9916698705626041;false
AECS;(5)-anonymity;1.0;SS13ACS_30;1454.0;0.9919976869771217;false
AECS;(5)-anonymity;1.0;SS13ACS_30;1464.0;0.9924212569278187;false
AECS;(5)-anonymity;1.0;SS13ACS_30;1572.0;0.9925036393402478;false
AECS;(5)-anonymity;1.0;SS13ACS_30;1582.0;0.9925387151744475;false
AECS;(5)-anonymity;1.0;SS13ACS_30;1640.0;0.9926661573720398;false
AECS;(5)-anonymity;1.0;SS13ACS_30;1748.0;0.9929268308881642;false
AECS;(5)-anonymity;1.0;SS13ACS_30;1758.0;0.9932124184216315;false
AECS;(5)-anonymity;1.0;SS13ACS_30;1866.0;0.9934992634211517;false
AECS;(5)-anonymity;1.0;SS13ACS_30;1876.0;0.9935617098801514;false
AECS;(5)-anonymity;1.0;SS13ACS_30;2043.0;0.9937463077052915;false
AECS;(5)-anonymity;1.0;SS13ACS_30;2052.0;0.9940938904095441;false
AECS;(5)-anonymity;1.0;SS13ACS_30;2387.0;0.9943616699209822;false
AECS;(5)-anonymity;1.0;SS13ACS_30;2396.0;0.9945934256055364;false
AECS;(5)-anonymity;1.0;SS13ACS_30;2654.0;0.994738262277388;false
AECS;(5)-anonymity;1.0;SS13ACS_30;2672.0;0.9947918932278793;false
AECS;(5)-anonymity;1.0;SS13ACS_30;2698.0;0.9948539997203476;false
AECS;(5)-anonymity;1.0;SS13ACS_30;2883.0;0.994880465555206;false
AECS;(5)-anonymity;1.0;SS13ACS_30;2919.0;0.9950546246257922;false
AECS;(5)-anonymity;1.0;SS13ACS_30;2937.0;0.9950718255216525;false
AECS;(5)-anonymity;1.0;SS13ACS_30;2964.0;0.9951317257906352;false
AECS;(5)-anonymity;1.0;SS13ACS_30;3149.0;0.9951826970342456;false
AECS;(5)-anonymity;1.0;SS13ACS_30;3185.0;0.9953667115458958;false
AECS;(5)-anonymity;1.0;SS13ACS_30;3229.0;0.9954325259515572;false
AECS;(5)-anonymity;1.0;SS13ACS_30;3265.0;0.9954488894949461;false
AECS;(5)-anonymity;1.0;SS13ACS_30;3450.0;0.9955865464726149;false
AECS;(5)-anonymity;1.0;SS13ACS_30;3468.0;0.9956265520874464;false
AECS;(5)-anonymity;1.0;SS13ACS_30;3494.0;0.995690112973822;false
AECS;(5)-anonymity;1.0;SS13ACS_30;3574.0;0.9957295611743149;false
AECS;(5)-anonymity;1.0;SS13ACS_30;3716.0;0.9958621146859019;false
AECS;(5)-anonymity;1.0;SS13ACS_30;3734.0;0.9959083274439438;false
AECS;(5)-anonymity;1.0;SS13ACS_30;3760.0;0.9959389728550467;false
AECS;(5)-anonymity;1.0;SS13ACS_30;3787.0;0.9959998759651463;false
AECS;(5)-anonymity;1.0;SS13ACS_30;3848.0;0.9960301352957558;false
AECS;(5)-anonymity;1.0;SS13ACS_30;3981.0;0.9961350474762167;false
AECS;(5)-anonymity;1.0;SS13ACS_30;3998.0;0.9963547735743323;false
AECS;(5)-anonymity;1.0;SS13ACS_30;4244.0;0.9964193757459634;false
AECS;(5)-anonymity;1.0;SS13ACS_30;4262.0;0.9966857047567433;false
AECS;(5)-anonymity;1.0;SS13ACS_30;4507.0;0.9968285727546038;false
AECS;(5)-anonymity;1.0;SS13ACS_30;4525.0;0.9969816656582892;false
AECS;(5)-anonymity;1.0;SS13ACS_30;4769.0;0.9970079381233462;false
AECS;(5)-anonymity;1.0;SS13ACS_30;4795.0;0.9970536678707806;false
AECS;(5)-anonymity;1.0;SS13ACS_30;4803.0;0.997201745148187;false
AECS;(5)-anonymity;1.0;SS13ACS_30;5028.0;0.9972587965667551;false
AECS;(5)-anonymity;1.0;SS13ACS_30;5055.0;0.9972839945048647;false
AECS;(5)-anonymity;1.0;SS13ACS_30;5072.0;0.9973652235928049;false
AECS;(5)-anonymity;1.0;SS13ACS_30;5081.0;0.9974085463672757;false
AECS;(5)-anonymity;1.0;SS13ACS_30;5279.0;0.9974331729956004;false
AECS;(5)-anonymity;1.0;SS13ACS_30;5306.0;0.997536801360624;false
AECS;(5)-anonymity;1.0;SS13ACS_30;5323.0;0.9976268702349351;false
AECS;(5)-anonymity;1.0;SS13ACS_30;5340.0;0.997680307745839;false
AECS;(5)-anonymity;1.0;SS13ACS_30;5531.0;0.9977391599937145;false
AECS;(5)-anonymity;1.0;SS13ACS_30;5557.0;0.9979692139126164;false
AECS;(5)-anonymity;1.0;SS13ACS_30;5782.0;0.9980254250037612;false
AECS;(5)-anonymity;1.0;SS13ACS_30;5825.0;0.9981910442776701;false
AECS;(5)-anonymity;1.0;SS13ACS_30;6032.0;0.9982398676897917;false
AECS;(5)-anonymity;1.0;SS13ACS_30;6118.0;0.9983310306038858;false
AECS;(5)-anonymity;1.0;SS13ACS_30;6282.0;0.9984103390213943;false
AECS;(5)-anonymity;1.0;SS13ACS_30;6410.0;0.9984313119233935;false
AECS;(5)-anonymity;1.0;SS13ACS_30;6445.0;0.9984678382012965;false
AECS;(5)-anonymity;1.0;SS13ACS_30;6530.0;0.9985453617455659;false
AECS;(5)-anonymity;1.0;SS13ACS_30;6659.0;0.9985607455338136;false
AECS;(5)-anonymity;1.0;SS13ACS_30;6667.0;0.9985811951485256;false
AECS;(5)-anonymity;1.0;SS13ACS_30;6779.0;0.9986572550605723;false
AECS;(5)-anonymity;1.0;SS13ACS_30;6907.0;0.9986673223579332;false
AECS;(5)-anonymity;1.0;SS13ACS_30;6933.0;0.9987024221453288;false
AECS;(5)-anonymity;1.0;SS13ACS_30;7027.0;0.9987818656874514;false
AECS;(5)-anonymity;1.0;SS13ACS_30;7155.0;0.9988162833644543;false
AECS;(5)-anonymity;1.0;SS13ACS_30;7180.0;0.9988602356681943;false
AECS;(5)-anonymity;1.0;SS13ACS_30;7274.0;0.998927945752312;false
AECS;(5)-anonymity;1.0;SS13ACS_30;7402.0;0.9989853526549939;false
AECS;(5)-anonymity;1.0;SS13ACS_30;7427.0;0.9990421869202427;false
AECS;(5)-anonymity;1.0;SS13ACS_30;7522.0;0.9990984570736776;false
AECS;(5)-anonymity;1.0;SS13ACS_30;7649.0;0.9991495496316852;false
AECS;(5)-anonymity;1.0;SS13ACS_30;7675.0;0.9992184801137168;false
AECS;(5)-anonymity;1.0;SS13ACS_30;7768.0;0.9992775390699267;false
AECS;(5)-anonymity;1.0;SS13ACS_30;7896.0;0.999322545489738;false
AECS;(5)-anonymity;1.0;SS13ACS_30;7921.0;0.9993671885149604;false
AECS;(5)-anonymity;1.0;SS13ACS_30;8014.0;0.9993938017271774;false
AECS;(5)-anonymity;1.0;SS13ACS_30;8141.0;0.9994728752097777;false
AECS;(5)-anonymity;1.0;SS13ACS_30;8166.0;0.9995033194814656;false
AECS;(5)-anonymity;1.0;SS13ACS_30;8259.0;0.999529279632673;false
AECS;(5)-anonymity;1.0;SS13ACS_30;8385.0;0.9996106754166799;false
AECS;(5)-anonymity;1.0;SS13ACS_30;8512.0;0.9996361262573746;false
AECS;(5)-anonymity;1.0;SS13ACS_30;8663.0;0.9996950463326272;false
AECS;(5)-anonymity;1.0;SS13ACS_30;8755.0;0.9997491821450051;false
AECS;(5)-anonymity;1.0;SS13ACS_30;8905.0;0.9997904532657053;false
AECS;(5)-anonymity;1.0;SS13ACS_30;8996.0;0.9998679920795247;false
AECS;(5)-anonymity;1.0;SS13ACS_30;9294.0;0.999880131376012;false
AECS;(5)-anonymity;1.0;SS13ACS_30;9374.0;0.9998922426695084;false
AECS;(5)-anonymity;1.0;SS13ACS_30;9399.0;0.9999324126433415;false
AECS;(5)-anonymity;1.0;SS13ACS_30;9511.0;0.9999444037032429;false
AECS;(5)-anonymity;1.0;SS13ACS_30;9591.0;0.9999563672712224;false
AECS;(5)-anonymity;1.0;SS13ACS_30;9720.0;0.9999643277565727;false
AECS;(5)-anonymity;1.0;SS13ACS_30;9807.0;0.9999802123087355;false
AECS;(5)-anonymity;1.0;SS13ACS_30;10022.0;1.0;false
AECS;(0.01)-uniqueness;0.0;SS13ACS_15;261.0;0.0;true
AECS;(0.01)-uniqueness;0.0;SS13ACS_15;1159.0;1.0;true
AECS;(0.01)-uniqueness;0.0;SS13ACS_20;19999.0;1.0;true
AECS;(0.01)-uniqueness;0.0;SS13ACS_25;114174.0;1.0;true
AECS;(0.01)-uniqueness;0.0;SS13ACS_30;178498.0;1.0;true
AECS;(0.01)-uniqueness;1.0;SS13ACS_15;67.0;0.0;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_15;284.0;0.13213673439390716;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_15;616.0;0.20637699137884372;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_15;879.0;0.4658707658635842;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_15;9819.0;1.0;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_20;85.0;0.0;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_20;209.0;0.009456636363243953;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_20;356.0;0.012094857847465189;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_20;424.0;0.01735008898487838;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_20;557.0;0.02045707576079478;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_20;662.0;0.027128103419927403;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_20;1326.0;0.04893365571641532;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_20;2095.0;0.19729529759947365;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_20;5407.0;1.0;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_25;84.0;0.0;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_25;508.0;0.012164060802402059;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_25;1189.0;0.026564508103252702;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_25;1696.0;0.029528285774779336;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_25;5740.0;0.33280764061012236;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_25;5922.0;0.3413020916390863;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_25;22096.0;0.3419584248825252;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_25;91685.0;0.5917194854677668;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_25;141306.0;1.0;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_30;51.0;0.0;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_30;93.0;0.5405795450246673;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_30;2018.0;0.627778668142963;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_30;2107.0;0.8133394696216762;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_30;3303.0;0.8336574034773726;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_30;110083.0;0.8417139285595713;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_30;169578.0;1.0;false
Loss;(5)-anonymity;0.0;SS13ACS_15;589.0;0.0;false
Loss;(5)-anonymity;0.0;SS13ACS_15;590.0;0.15212993159191496;false
Loss;(5)-anonymity;0.0;SS13ACS_15;1571.0;0.265501402399033;false
Loss;(5)-anonymity;0.0;SS13ACS_15;1572.0;0.41474146448693805;false
Loss;(5)-anonymity;0.0;SS13ACS_15;9041.0;0.42919289477589473;false
Loss;(5)-anonymity;0.0;SS13ACS_15;26595.0;0.4291928947758966;false
Loss;(5)-anonymity;0.0;SS13ACS_15;41810.0;0.46379399743899585;false
Loss;(5)-anonymity;0.0;SS13ACS_15;47307.0;0.6865413225311077;false
Loss;(5)-anonymity;0.0;SS13ACS_15;62732.0;0.7007031257949585;false
Loss;(5)-anonymity;0.0;SS13ACS_15;88623.0;0.7204851405135828;false
Loss;(5)-anonymity;0.0;SS13ACS_15;126267.0;0.9528939284530962;false
Loss;(5)-anonymity;0.0;SS13ACS_15;293681.0;0.9861574644962393;false
Loss;(5)-anonymity;0.0;SS13ACS_15;350602.0;0.9999999999999961;false
Loss;(5)-anonymity;0.0;SS13ACS_15;386004.0;1.0;false
Loss;(5)-anonymity;0.0;SS13ACS_20;2231.0;0.0;false
Loss;(5)-anonymity;0.0;SS13ACS_20;2232.0;0.10127277788318279;false
Loss;(5)-anonymity;0.0;SS13ACS_20;3277.0;0.18957145775154802;false
Loss;(5)-anonymity;0.0;SS13ACS_20;3278.0;0.28939794424281656;false
Loss;(5)-anonymity;0.0;SS13ACS_20;9940.0;0.37643561771558354;false
Loss;(5)-anonymity;0.0;SS13ACS_20;9941.0;0.47483646751439407;false
Loss;(5)-anonymity;0.0;SS13ACS_20;15932.0;0.4748364675143957;false
Loss;(5)-anonymity;0.0;SS13ACS_20;36163.0;0.6352835172233758;false
Loss;(5)-anonymity;0.0;SS13ACS_20;42493.0;0.7317095471135725;false
Loss;(5)-anonymity;0.0;SS13ACS_20;57118.0;0.8157823979469854;false
Loss;(5)-anonymity;0.0;SS13ACS_20;219492.0;0.815782397946987;false
Loss;(5)-anonymity;0.0;SS13ACS_20;323770.0;0.9901813655044225;false
Loss;(5)-anonymity;0.0;SS13ACS_20;423952.0;0.9937035476854558;false
Loss;(5)-anonymity;0.0;SS13ACS_20;423953.0;0.9937035476854591;false
Loss;(5)-anonymity;0.0;SS13ACS_20;479791.0;1.0;false
Loss;(5)-anonymity;0.0;SS13ACS_25;4209.0;0.0;false
Loss;(5)-anonymity;0.0;SS13ACS_25;4210.0;0.09990557158951596;false
Loss;(5)-anonymity;0.0;SS13ACS_25;6057.0;0.18713760136854007;false
Loss;(5)-anonymity;0.0;SS13ACS_25;6058.0;0.28590012060910386;false
Loss;(5)-anonymity;0.0;SS13ACS_25;7743.0;0.320800693011949;false
Loss;(5)-anonymity;0.0;SS13ACS_25;22046.0;0.3651038302382877;false
Loss;(5)-anonymity;0.0;SS13ACS_25;24034.0;0.4068473954621501;false
Loss;(5)-anonymity;0.0;SS13ACS_25;24035.0;0.5042679086366703;false
Loss;(5)-anonymity;0.0;SS13ACS_25;46422.0;0.8123300599721791;false
Loss;(5)-anonymity;0.0;SS13ACS_25;121739.0;0.9803407664450705;false
Loss;(5)-anonymity;0.0;SS13ACS_25;363847.0;1.0;false
Loss;(5)-anonymity;0.0;SS13ACS_30;14932.0;0.0;false
Loss;(5)-anonymity;0.0;SS13ACS_30;14933.0;0.01839423098654937;false
Loss;(5)-anonymity;0.0;SS13ACS_30;19401.0;0.3825420866237339;false
Loss;(5)-anonymity;0.0;SS13ACS_30;24194.0;0.5599513352981962;false
Loss;(5)-anonymity;0.0;SS13ACS_30;24195.0;0.5781404139682292;false
Loss;(5)-anonymity;0.0;SS13ACS_30;58431.0;0.8580356408550127;false
Loss;(5)-anonymity;0.0;SS13ACS_30;154059.0;0.9294569940816622;false
Loss;(5)-anonymity;0.0;SS13ACS_30;154060.0;0.9475106954792926;false
Loss;(5)-anonymity;0.0;SS13ACS_30;253808.0;0.947510695479299;false
Loss;(5)-anonymity;0.0;SS13ACS_30;264707.0;0.9557182630981145;false
Loss;(5)-anonymity;0.0;SS13ACS_30;264708.0;0.9737623430381059;false
Loss;(5)-anonymity;0.0;SS13ACS_30;275619.0;0.9737623430381188;false
Loss;(5)-anonymity;0.0;SS13ACS_30;363143.0;0.9819655365212446;false
Loss;(5)-anonymity;0.0;SS13ACS_30;363144.0;1.0;false
Loss;(5)-anonymity;1.0;SS13ACS_15;9.0;0.0;false
Loss;(5)-anonymity;1.0;SS13ACS_15;12.0;0.6895754923078362;false
Loss;(5)-anonymity;1.0;SS13ACS_15;137.0;0.8534314871115525;false
Loss;(5)-anonymity;1.0;SS13ACS_15;168.0;0.918807732951187;false
Loss;(5)-anonymity;1.0;SS13ACS_15;191.0;0.9280022321961457;false
Loss;(5)-anonymity;1.0;SS13ACS_15;194.0;0.9332250435923161;false
Loss;(5)-anonymity;1.0;SS13ACS_15;214.0;0.9413627393807077;false
Loss;(5)-anonymity;1.0;SS13ACS_15;216.0;1.0;false
Loss;(5)-anonymity;1.0;SS13ACS_20;13.0;0.0;false
Loss;(5)-anonymity;1.0;SS13ACS_20;19.0;0.424680059502692;false
Loss;(5)-anonymity;1.0;SS13ACS_20;214.0;0.5477300489694938;false
Loss;(5)-anonymity;1.0;SS13ACS_20;412.0;0.6143373981756443;false
Loss;(5)-anonymity;1.0;SS13ACS_20;574.0;0.642760113260145;false
