;;;;Time;Utility;Complete
Utility measure;Privacy model;Suppression limit;Dataset;Value;Value;Value
AECS;(0.01)-uniqueness;1.0;SS13ACS_20;3925.0;0.0944365600414437;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_20;4120.0;0.09893629558302407;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_20;5383.0;0.10788346949766284;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_20;5532.0;0.12080786327744676;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_20;7403.0;0.12758083718028781;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_20;7669.0;0.13974389007609844;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_20;9092.0;0.14730256294880734;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_20;9478.0;0.15374145141397202;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_20;10658.0;0.15552352864356833;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_20;10856.0;0.16333131767010017;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_20;11106.0;0.1695035192695045;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_20;12585.0;0.17564187674295284;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_20;13313.0;0.17948307482570494;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_20;14241.0;0.1848732938062557;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_20;16095.0;1.0;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_25;87.0;0.0;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_25;454.0;0.01940028142857823;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_25;791.0;0.03490587603129606;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_25;1018.0;0.038528687041340694;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_25;1095.0;0.04709422810687359;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_25;3318.0;0.0576138612940191;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_25;3500.0;0.06050910216214514;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_25;3571.0;0.0775309446419744;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_25;3667.0;0.08694319611408621;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_25;4158.0;0.1264809769511736;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_25;7009.0;0.1993369782943936;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_25;41678.0;0.21682423547465512;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_25;41991.0;0.2207652139835757;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_25;44055.0;0.2379607935350804;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_25;45919.0;0.2395124377932032;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_25;46713.0;0.25721950696891493;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_25;51716.0;0.26939082573979733;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_25;52172.0;0.27373590402044373;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_25;53993.0;0.2849995475540146;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_25;54398.0;0.29486418247251256;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_25;56003.0;0.3061205093210887;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_25;56684.0;0.3218158242067833;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_25;58722.0;0.3333658053881393;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_25;59331.0;0.34088593517666654;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_25;62602.0;0.35243238161850715;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_25;65951.0;0.35965875491001625;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_25;68445.0;1.0;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_30;51.0;0.0;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_30;93.0;0.5646067166940781;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_30;2107.0;0.6556815845013257;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_30;2164.0;0.6788425167768004;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_30;3342.0;0.8707110244128672;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_30;86269.0;0.8727436860083888;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_30;154112.0;0.8800758485912953;false
AECS;(0.01)-uniqueness;1.0;SS13ACS_30;190915.0;1.0;false
Loss;(5)-anonymity;0.0;SS13ACS_15;572.0;0.0;false
Loss;(5)-anonymity;0.0;SS13ACS_15;573.0;0.12338936914112143;false
Loss;(5)-anonymity;0.0;SS13ACS_15;1484.0;0.21534257069133372;false
Loss;(5)-anonymity;0.0;SS13ACS_15;1485.0;0.33638802781416494;false
Loss;(5)-anonymity;0.0;SS13ACS_15;8082.0;0.3481092771954144;false
Loss;(5)-anonymity;0.0;SS13ACS_15;23283.0;0.34810927719541596;false
Loss;(5)-anonymity;0.0;SS13ACS_15;36329.0;0.3761734995644865;false
Loss;(5)-anonymity;0.0;SS13ACS_15;41044.0;0.5568391426327743;false
Loss;(5)-anonymity;0.0;SS13ACS_15;54304.0;0.5683254816611428;false
Loss;(5)-anonymity;0.0;SS13ACS_15;76987.0;0.5843702553025263;false
Loss;(5)-anonymity;0.0;SS13ACS_15;109987.0;0.7728721064940065;false
Loss;(5)-anonymity;0.0;SS13ACS_15;263175.0;0.7998514568744186;false
Loss;(5)-anonymity;0.0;SS13ACS_15;316035.0;0.8110788445768193;false
Loss;(5)-anonymity;0.0;SS13ACS_15;348877.0;0.8110788445768224;false
Loss;(5)-anonymity;0.0;SS13ACS_15;586737.0;1.0;false
Loss;(5)-anonymity;0.0;SS13ACS_20;2153.0;0.0;false
Loss;(5)-anonymity;0.0;SS13ACS_20;2154.0;0.10127277788318279;false
Loss;(5)-anonymity;0.0;SS13ACS_20;3153.0;0.18957145775154802;false
Loss;(5)-anonymity;0.0;SS13ACS_20;3154.0;0.28939794424281656;false
Loss;(5)-anonymity;0.0;SS13ACS_20;9399.0;0.37643561771558354;false
Loss;(5)-anonymity;0.0;SS13ACS_20;9400.0;0.47483646751439407;false
Loss;(5)-anonymity;0.0;SS13ACS_20;14907.0;0.4748364675143957;false
